selector,mean_uplift,max_FOSD_violation,cdf_crosses
monotone,0.4939715363841739,-0.0010755381846021539,False
middle,0.0001313050374044817,0.12075530527664302,True
oscillatory,0.07010527450139134,0.0354894898972221,True
