"Corr(D,S0)","Q(U0,S0)","Q(U1,S0)","Q(U1,S1)",interaction,targeting_term,selector_map_shift,selector_changed_fraction_gt_1e-6,decomposition_error
-0.8067415552712486,0.4205716248722512,0.1918682899879954,0.15253106320932944,-0.2680405616629218,-0.22870333488425576,-0.03933722677866597,0.9999425,-5.551115123125783e-17
