selector,"Corr(U,S)",mean_uplift,max_FOSD_violation,max_FOSD_improvement,FOSD_pass_tol_0.002,CDF_crosses
monotone_increasing,0.9645194873261583,0.49550985530940533,-0.0011381469053325377,0.22740227492497428,True,False
middle_favoring,0.00010821036582711064,5.835217119610285e-05,0.12088300404393915,0.12068716602740738,False,True
oscillatory,0.15618392775437134,0.07030884843184396,0.03557912239536798,0.12749931658359182,False,True
