recognition_probability_target,delta_action_pair_corr_shared_minus_ind,delta_recognition_pair_corr,delta_QBS_uplift,delta_FP_mean
0.1,0.025332921633874877,1.0010878242501766,-0.00023576679103306207,0.00010150422715898832
0.25,0.053747540183597134,1.000687894073798,-0.0004176549307063279,-2.222077179039883e-05
0.5,0.06993925672771552,0.9998183087393797,0.0007828106306431992,0.001455919371081249
0.75,0.050931205580047545,1.000064728923677,0.0008437504613737212,0.001089785984826841
0.9,0.02521546872689978,0.9990320862935013,0.0011147275371517773,0.0017340489191697839
