x,base_cdf,fp_monotone_cdf,fp_nonmonotone_cdf
-0.14000000000000012,0.4463023848385009,0.22181837765901974,0.40854646935772154
-0.1299999999999999,0.45025848437688687,0.22535604657240846,0.4152034418493856
-0.1200000000000001,0.45421953213168675,0.22893004750043627,0.42188724506697395
-0.10999999999999988,0.4581851377116518,0.2325401811597347,0.4285958332044904
-0.10000000000000009,0.4621549093642813,0.2361862316653069,0.4353271356274197
-0.08999999999999986,0.4661284540919075,0.23986796647010508,0.4420790588872532
-0.08000000000000007,0.4701053777684021,0.2435851363202538,0.44884948877480824
-0.06999999999999984,0.4740852852564435,0.24733747522614893,0.45563629240893694
-0.06000000000000005,0.47806778052528975,0.2511247004496332,0.46243732035712837
-0.04999999999999982,0.48205246676899677,0.2549465125074245,0.46925040878443924
-0.040000000000000036,0.48603894652502344,0.2588025951909423,0.4760733816271129
-0.029999999999999805,0.49002682179316515,0.2626926156026525,0.48290405278719173
-0.020000000000000018,0.4940156941547553,0.26661622420901865,0.4897402283443751
-0.009999999999999787,0.4980051648920768,0.2705730549101197,0.496579708781335
0.0,0.5019948351079221,0.2745627251259649,0.5034202912186659
0.009999999999999787,0.5059843058452436,0.2785848358995069,0.5102597716556259
0.020000000000000462,0.5099731782068339,0.2826389720163211,0.5170959472128093
0.03000000000000025,0.5139610534749754,0.28672470214089424,0.5239266183728881
0.040000000000000036,0.5179475332310022,0.2908415789694298,0.5307495912155618
0.04999999999999982,0.5219322194747091,0.29498913939905264,0.5375626796428725
0.0600000000000005,0.5259147147435554,0.29916690471326085,0.5443637075910639
0.07000000000000028,0.5298946222315969,0.3033743807834485,0.5511505112251925
0.08000000000000007,0.5338715459080915,0.307611058286289,0.5579209411127477
0.08999999999999986,0.5378450906357177,0.31187641293674334,0.5646728643725811
0.09999999999999964,0.5418148622883471,0.31616990573642995,0.5714041667955104
0.11000000000000032,0.5457804678683121,0.32049098323706166,0.5781127549330268
0.1200000000000001,0.549741515623112,0.3248390778186336,0.5847965581506153
0.1299999999999999,0.553697615161498,0.3292136079820167,0.5914535306422792
0.13999999999999968,0.5576483775688811,0.33361397865558734,0.598081653402957
0.15000000000000036,0.5615934155220059,0.3380395815154999,0.6046789361556126
0.16000000000000014,0.5655323434028326,0.3424897953191866,0.6112434192298976
0.16999999999999993,0.5694647774115736,0.34696398625164476,0.6177731753893908
0.17999999999999972,0.573390335678828,0.3514615082840537,0.6242663116045459
0.1900000000000004,0.5773086383767589,0.35598170354424097,0.6307209707686056
0.20000000000000018,0.581219307829262,0.36052390269850165,0.6371353333538721
0.20999999999999996,0.5851219686210692,0.36508742534425487,0.6435076190058661
0.21999999999999975,0.589016247705738,0.369671580413008,0.649836088073049
0.23000000000000043,0.5929017745124715,0.3742756665830818,0.6561190430699306
0.2400000000000002,0.5967781810517204,0.3788989727015387,0.6623548300715413
0.25,0.600645102019518,0.3835407782147441,0.6685418400374024
0.2599999999999998,0.6045021749004951,0.38820035360697747,0.6746785100632877
0.27000000000000046,0.6083490400695293,0.39287696084650575,0.680763324559236
0.28000000000000025,0.612185340891983,0.3975698538385181,0.686794816352434
0.29000000000000004,0.6160107238224788,0.4022782788843199,0.6927715677137635
0.2999999999999998,0.6198248385021713,0.4070014751461744,0.6986922113069691
0.3100000000000005,0.6236273378544694,0.4117386751171809,0.7045554310595775
0.3200000000000003,0.627417878179165,0.41648910509557263,0.7103599629548637
0.33000000000000007,0.6311961192449268,0.42125198566281924,0.7161045957443367
0.33999999999999986,0.6349617243801193,0.4260265321649172,0.7217881715803809
0.35000000000000053,0.6387143605619036,0.4308119551962556,0.7274095865688619
0.3600000000000003,0.6424536985035848,0.43560746108544524,0.7329677912416696
0.3700000000000001,0.6461794127401655,0.44041225238250487,0.7384617909493392
0.3799999999999999,0.6498911817120727,0.44522552834680446,0.7438906461740548
0.3899999999999997,0.6535886878470167,0.4500464854351691,0.7492534727634956
0.40000000000000036,0.6572716176399553,0.45487431778955995,0.7545494420861484
0.41000000000000014,0.6609396617311256,0.45970821772375087,0.7597777811088599
0.41999999999999993,0.6645925149821129,0.4645473762084373,0.7649377723975532
0.4299999999999997,0.6682298765499284,0.469390983354216,0.7700287540421789
0.4400000000000004,0.671851449959065,0.4742382288918942,0.7750501195071112
0.4500000000000002,0.6754569431715042,0.47908830264959473,0.7800013174083383
0.45999999999999996,0.6790460686546488,0.4839403950261364,0.784881851218922
0.46999999999999975,0.6826185434471548,0.48879369746018814,0.7896912789043347
0.4800000000000004,0.686174089222642,0.4936474028947049,0.7944292124893921
0.4900000000000002,0.6897124323512576,0.4985007062361721,0.7990953175586233
0.5,0.693233303959075,0.5033528048082022,0.8036893126920185
0.5099999999999998,0.6967364399853083,0.508202898799039,0.8082109688382035
0.5200000000000005,0.7002215812373224,0.5130501917025497,0.8126601086271783
0.5300000000000002,0.7036884734434246,0.5178938907522957,0.8170366056248464
0.54,0.7071368673034223,0.5227332073482956,0.8213403835316477
0.5499999999999998,0.7105665185369321,0.5275673574761097,0.8255714153276711
0.5600000000000005,0.7139771879294288,0.532395562117895,0.8297297223666996
0.5700000000000003,0.7173686413760234,0.5372170476550983,0.8338153734216956
0.5800000000000001,0.7207406499229613,0.542031046262473,0.8378284836842863
0.5899999999999999,0.7240929898068316,0.546836796293127,0.8417692137208564
0.6000000000000005,0.727425442491482,0.5516335426543225,0.8456377683878935
0.6100000000000003,0.730737794702633,0.5564205371737749,0.8494343957092596
0.6200000000000001,0.7340298384601901,0.5611970389562113,0.8531593857180918
0.6299999999999999,0.7373013711082476,0.5659623147299702,0.8568130692660463
0.6399999999999997,0.7405521953427872,0.5707156391834424,0.8603958168026132
0.6500000000000004,0.7437821192370702,0.5754562952911727,0.8639080371272359
0.6600000000000001,0.7469909562647238,0.5801835746294587,0.8673501761169572
0.6699999999999999,0.7501785253205266,0.5848967776813015,0.8707227154323163
0.6799999999999997,0.7533446507388981,0.5895952141305844,0.8740261712041916
0.6900000000000004,0.7564891623100947,0.5942782031453653,0.8772610927042761
0.7000000000000002,0.7596118952941251,0.5989450736501959,0.8804280610018328
0.71,0.7627126904323883,0.6035951645873895,0.8835276876093484
0.7199999999999998,0.7657913939570463,0.60822782516718,0.8865606131196675
0.7300000000000004,0.7688478575981437,0.6128424151067284,0.8895275058371382
0.7400000000000002,0.7718819385884843,0.6174383048579509,0.8924290604052567
0.75,0.7748934996662804,0.6220148758241572,0.8952659964332399
0.7599999999999998,0.7778824090755876,0.6265715205655003,0.8980390571238996
0.7700000000000005,0.780848540564544,0.6311076429932563,0.9007490079051276
0.7800000000000002,0.7837917733814277,0.6356226585529662,0.9033966350672324
0.79,0.7867119922685545,0.6401159943964804,0.9059827444083025
0.7999999999999998,0.789609087454032,0.6445870895429678,0.9085081598896916
0.8100000000000005,0.7924829546413948,0.6490353950289548,0.910973722303648
0.8200000000000003,0.7953334949971382,0.6534603740474771,0.9133802879550317
0.8300000000000001,0.7981606151361772,0.6578615020764363,0.9157287273589745
0.8399999999999999,0.8009642271052517,0.6622382669962644,0.9180199239562629
0.8500000000000005,0.803744248364307,0.6665901691970085,0.9202547728481286
0.8600000000000003,0.8065006017658697,0.6709167216749589,0.9224341795520499
0.8700000000000001,0.8092332155324514,0.6752174501189532,0.924559058780075
0.8799999999999999,0.8119420232320063,0.679491892986495,0.9266303332410891
0.8899999999999997,0.8146269637514699,0.6837396015698386,0.9286489324683549
0.9000000000000004,0.8172879812684113,0.6879601400521917,0.9306157916735658
0.9100000000000001,0.8199250252208282,0.6921530855542044,0.93253185062856
0.9199999999999999,0.8225380502751163,0.6963180281709098,0.9343980525757506
0.9299999999999997,0.8251270162922446,0.700454570999295,0.9362153431682333
0.9400000000000004,0.827691888292173,0.7045623301566827,0.9379846694404496
0.9500000000000002,0.8302326364165405,0.7086409347901113,0.9397069788101853
0.96,0.8327492358896647,0.7126900270769035,0.9413832181125971
0.9699999999999998,0.8352416669778817,0.7167092622166217,0.943014332666878
0.9800000000000004,0.8377099149472682,0.7206983084146061,0.9446012653760737
0.9900000000000002,0.8401539700197778,0.7246568468573029,0.9461449558604927
1.0,0.8425738273278303,0.728584571679586,0.9476463396250512
1.0099999999999998,0.8449694868673927,0.7324811899242816,0.9491063472608323
1.0200000000000005,0.8473409534495885,0.7363464214941072,0.9505259036810415
1.0300000000000002,0.849688236650874,0.7401799990962389,0.9519059273914776
1.04,0.852011350761823,0.7439816681797183,0.953247329795554
1.0499999999999998,0.8543103147345555,0.7477511868659201,0.9545510145338394
1.0600000000000005,0.8565851521288554,0.7514883258722912,0.9558178768580124
1.0700000000000003,0.8588358910570136,0.7551928684295831,0.9570488030390633
1.08,0.8610625641274384,0.758864610192794,0.9582446698095041
1.0899999999999999,0.8632652083870745,0.7625033591460355,0.9594063438392992
1.1000000000000005,0.8654438652626738,0.766108935501546,0.9605346812451538
1.1100000000000003,0.8675985805009545,0.7696811715930627,0.9616305271327599
1.12,0.8697294041076961,0.773219911763772,0.962694715171532
1.13,0.8718363902858076,0.7767250122490504,0.963728067201328
1.1399999999999997,0.8739195973724149,0.7801963410542111,0.9647313928705945
1.1500000000000004,0.8759790877750055,0.7836337778274685,0.9657054893053383
1.1600000000000001,0.8780149279066773,0.7870372137283298,0.966651140808286
1.17,0.8800271881205297,0.7904065512916252,0.9675691185875523
1.1799999999999997,0.8820159426432419,0.7937417042873797,0.9684601805141112
1.1900000000000004,0.8839812695078811,0.7970425975767336,0.9693250709073222
1.2000000000000002,0.8859232504859802,0.8003091669641145,0.9701645203477498
1.21,0.8878419710189306,0.8035413590458569,0.9709792455164767
1.2199999999999998,0.8897375201487309,0.806739131055471,0.9717699490600988
1.2300000000000004,0.8916099904481322,0.8099024507057517,0.9725373194805628
1.2400000000000002,0.8934594779502246,0.81303129602792,0.9732820310489995
1.25,0.895286082077505,0.8161256552079877,0.9740047437426834
1.2599999999999998,0.8970899055704683,0.8191855264205268,0.9747061032042462
1.2700000000000005,0.8988710544157624,0.8222109176600291,0.9753867407222554
1.2800000000000002,0.9006296377739504,0.8252018465700353,0.976047273232271
1.29,0.9023657679069178,0.8281583402702059,0.9766883033374844
1.2999999999999998,0.9040795601049685,0.8310804351815106,0.977310419348043
1.3100000000000005,0.9057711326136457,0.8339681768497029,0.9779141953381674
1.3200000000000003,0.9074406065603231,0.8368216197672457,0.978500191220168
1.33,0.9090881058805993,0.8396408271938508,0.9790689528344739
1.3399999999999999,0.9107137572445405,0.8424258709757904,0.9796210120547959
1.3500000000000005,0.9123176899828062,0.8451768313641345,0.9801568869075492
1.3600000000000003,0.9139000360126976,0.8478937968320679,0.9806770817046774
1.37,0.9154609297641673,0.8505768638914327,0.9811820871890266
1.38,0.9170005081058242,0.853226136908641,0.9816723806914355
1.3899999999999997,0.9185189102709761,0.8558417279200974,0.9821484262987178
1.4000000000000004,0.9200162777837396,0.8584237564472708,0.9826106750317354
1.4100000000000001,0.9214927543852591,0.8609723493115445,0.9830595650327711
1.42,0.922948485960065,0.8634876404489785,0.9834955217614346
1.4299999999999997,0.9243836204626096,0.865969770725106,0.9839189581983466
1.4400000000000004,0.9257983078440126,0.8684188877498885,0.9843302750558788
1.4500000000000002,0.9271926999790495,0.8708351456929493,0.9847298609952315
1.46,0.9285669505934177,0.873218705099196,0.9851180928491668
1.4699999999999998,0.9299212151913087,0.8755697327049489,0.9854953358497324
1.4800000000000004,0.9312556509833232,0.8778884012546784,0.9858619438603279
1.4900000000000002,0.9325704168147547,0.8801748893184592,0.9862182596115003
1.5,0.933865673094275,0.8824293811102408,0.9865646149398675
1.5099999999999998,0.9351415817230501,0.88465206630703,0.9869013310295999
1.5200000000000005,0.9363983060243146,0.8868431398690833,0.9872287186559102
1.5300000000000002,0.937636010673436,0.889002801861196,0.9875470784300276
1.54,0.9388548616284902,0.8911312572751773,0.9878567010451523
1.5499999999999998,0.9400550260613808,0.8932287158535933,0.9881578675229195
1.5600000000000005,0.9412366722895262,0.8952953919148618,0.988450849459913
1.5700000000000003,0.9423999697081372,0.897331504179772,0.9887359092738042
1.58,0.9435450887231139,0.8993372755995066,0.9890133004487072
1.5899999999999999,0.944672200684582,0.9013129331852351,0.9892832677793705
1.6000000000000005,0.9457814778210942,0.9032587078393479,0.9895460476138407
1.6100000000000003,0.9468730931745163,0.9051748341883943,0.9898018680942674
1.62,0.9479472205356221,0.9070615504177868,0.9900509493955281
1.63,0.9490040343804158,0.9089190981083313,0.9902935039613824
1.6399999999999997,0.950043709807203,0.9107477220746374,0.9905297367378852
1.6500000000000004,0.9510664224744292,0.9125476702054633,0.9907598454038015
1.6600000000000001,0.9520723485393029,0.9143191933060448,0.9909840205977978
1.67,0.9530616645972249,0.9160625449424549,0.9912024461421944
1.6799999999999997,0.9540345476220351,0.9177779812880407,0.9914152992630872
1.6900000000000004,0.954991174907097,0.9194657609719779,0.9916227508066635
1.7000000000000002,0.9559317240072341,0.9211261449299829,0.9918249654515567
1.71,0.9568563726815336,0.9227593962572187,0.9920221019171
1.7199999999999998,0.9577652988370279,0.9243657800634306,0.9922143131673552
1.7300000000000004,0.9586586804732721,0.9259455633303402,0.9924017466108103
1.7400000000000002,0.9595366956278256,0.9274990147713315,0.9925845442956549
1.75,0.9603995223226516,0.9290264046934527,0.9927628431005541
1.7599999999999998,0.9612473385114446,0.9305280048617582,0.9929367749208596
1.7700000000000005,0.9620803220278961,0.9320040883660179,0.9931064668502068
1.7800000000000002,0.9628986505349076,0.9334549294898078,0.9932720413574587
1.79,0.9637025014747604,0.9348808035820035,0.9934336164589751
1.7999999999999998,0.964492052020249,0.9362819869306949,0.9935913058861878
1.8100000000000005,0.9652674790267853,0.937658756639528,0.9937452192484812
1.8200000000000003,0.9660289589854826,0.9390113905064966,0.9938954621913839
1.83,0.9667766679772212,0.9403401669051852,0.994042136550085
1.8399999999999999,0.9675107816277032,0.9416453646684749,0.9941853404983024
1.8500000000000005,0.9682314750635019,0.9429272629747177,0.9943251686925323
1.8600000000000003,0.9689389228691057,0.9441861412363864,0.9944617124117243
1.87,0.9696332990449639,0.9454222789911969,0.9945950596924227
1.88,0.970314776966535,0.9466359557957105,0.9947252954594349
1.8899999999999997,0.9709835293443384,0.9478274511214106,0.9948525016520813
1.9000000000000004,0.9716397281850114,0.9489970442532553,0.9949767573460931
1.9100000000000001,0.9722835447533744,0.9501450141906987,0.9950981388712294
1.92,0.972915149535499,0.9512716395511789,0.9952167199246849
1.9299999999999997,0.9735347122027835,0.9523771984760633,0.9953325716803686
1.9400000000000004,0.974142401577033,0.9534619685390445,0.9954457628941368
1.9500000000000002,0.9747383855965398,0.9545262266569771,0.9955563600050608
1.96,0.9753228312831651,0.9555702490031449,0.9956644272328212
1.9699999999999998,0.9758959047104179,0.9565943109229444,0.9957700266713183
1.9800000000000004,0.9764577709725271,0.9575986868519745,0.9958732183785871
1.9900000000000002,0.9770085941545033,0.9585836502365153,0.9959740604631154
2.0,0.9775485373031854,0.9595494734563813,0.9960726091666574
2.01,0.9780777623992682,0.9604964277501323,0.9961689189436362
2.0200000000000005,0.9785964303303044,0.9614247831426249,0.9962630425372387
2.0300000000000002,0.9791047008646744,0.9623348083748825,0.9963550310522916
2.04,0.9796027326265201,0.9632267708362696,0.9964449340250213
2.05,0.9800906830716332,0.964100936498944,0.9965327994897931
2.0600000000000005,0.980568708464292,0.9649575698545694,0.9966186740429241
2.0700000000000003,0.9810369638550387,0.9657969338532635,0.9967026029036705
2.08,0.9814956030593894,0.96661928984476,0.9967846299724797
2.09,0.9819447786374687,0.9674248975217579,0.9968647978866049
2.1000000000000005,0.9823846418745572,0.9682140148654372,0.9969431480731746
2.1100000000000003,0.9828153427625484,0.9689868980931123,0.9970197207998098
2.12,0.9832370299822992,0.9697438016079973,0.9970945552228758
2.13,0.9836498508868681,0.970484977951058,0.9971676894334666
2.1400000000000006,0.9840539514856288,0.9712106777549233,0.9972391605011981
2.1500000000000004,0.9844494764292516,0.9719211496998245,0.9973090045159069
2.16,0.9848365689955374,0.9726166404715394,0.9973772566273307
2.17,0.9852153710760967,0.9732973947213082,0.9974439510828588
2.1799999999999997,0.985586023163861,0.9739636550276929,0.9975091212634275
2.1900000000000004,0.9859486643414148,0.9746156618603519,0.9975727997176447
2.2,0.9863034322701373,0.9752536535456978,0.9976350181942154
2.21,0.98665046318014,0.9758778662344084,0.9976958076727437
2.2199999999999998,0.9869898918609904,0.9764885338707603,0.9977551983929871
2.2300000000000004,0.9873218516532059,0.9770858881637531,0.9978132198826265
2.24,0.9876464744405091,0.9776701585599952,0.9978699009836273
2.25,0.9879638906428296,0.9782415722183152,0.9979252698772516
2.26,0.9882742292100373,0.9788003539860716,0.9979793541077885
2.2700000000000005,0.9885776176163993,0.9793467263771255,0.9980321806050638
2.2800000000000002,0.9888741818557414,0.9798809095514464,0.9980837757057881
2.29,0.9891640464373057,0.9804031212963157,0.9981341651737993
2.3,0.9894473343822864,0.9809135770090991,0.9981833742192593
2.3100000000000005,0.9897241672210331,0.9814124896815526,0.9982314275168519
2.3200000000000003,0.989994664990908,0.9819000698856305,0.9982783492230396
2.33,0.9902589462347808,0.9823765257607634,0.9983241629924233
2.34,0.9905171280001492,0.9828420630025715,0.9983688919932547
2.3500000000000005,0.9907693258388717,0.9832968848529835,0.9984125589221482
2.3600000000000003,0.9910156538074973,0.9837411920917248,0.99845518601803
2.37,0.9912562244681781,0.9841751830291467,0.9984967950753753
2.38,0.9914911488901527,0.9845990535003608,0.9985374074567632
2.3900000000000006,0.9917205366517832,0.985012996860647,0.9985770441047951
2.4000000000000004,0.991944495843136,0.9854172039821044,0.9986157255534083
2.41,0.9921631330690882,0.98581186325151,0.9986534719386232
2.42,0.9923765534529477,0.9861971605693567,0.9986903030087525
2.4299999999999997,0.9925848606405738,0.9865732793500356,0.9987262381341083
2.4400000000000004,0.9927881568049821,0.9869404005231328,0.9987612963162348
2.45,0.992986542651422,0.98729870253581,0.9987954961966949
2.46,0.9931801174229118,0.9876483613562339,0.9988288560654384
2.4699999999999998,0.9933689789062169,0.9879895504780283,0.9988613938687773
2.4800000000000004,0.9935532234382608,0.9883224409257142,0.9988931272169932
2.49,0.9937329459129496,0.988647201261111,0.9989240733915977
2.5,0.9939082397884024,0.988963997590664,0.9989542493522696
2.51,0.9940791970945705,0.9892729935736732,0.9989836717434902
2.5200000000000005,0.9942459084412323,0.9895743504313892,0.9990123569008925
2.5300000000000002,0.9944084630263527,0.9898682269569515,0.999040320857347
2.54,0.9945669486447913,0.9901547795261363,0.9990675793487985
2.55,0.9947214516973489,0.9904341621088858,0.999094147819872
2.5600000000000005,0.9948720572001374,0.9907065262815932,0.9991200414292623
2.5700000000000003,0.9950188487942603,0.9909720212401129,0.9991452750549198
2.58,0.9951619087557939,0.9912307938134685,0.9991698632990519
2.59,0.9953013180060535,0.9914829884782322,0.9991938204929451
2.6000000000000005,0.9954371561221333,0.9917287473735483,0.9992171607016261
2.6100000000000003,0.9955695013477097,0.9919682103167748,0.9992398977283695
2.62,0.995698430604092,0.9922015148197145,0.9992620451190635
2.63,0.995824019501513,0.9924287961054151,0.9992836161664447
2.6400000000000006,0.9959463423506452,0.9926501871255066,0.9993046239142082
2.6500000000000004,0.9960654721743314,0.9928658185780552,0.9993250811610056
2.66,0.9961814807195183,0.9930758189259093,0.9993450004643342
2.67,0.9962944384693834,0.9932803144155106,0.9993643941443289
2.6799999999999997,0.996404414655642,0.9934794290961488,0.9993832742874612
2.6900000000000004,0.9965114772710247,0.993673284839638,0.9994016527501522
2.7,0.9966156930819148,0.993862001360387,0.9994195411623066
2.71,0.9967171276411345,0.9940456962358468,0.9994369509307706
2.7199999999999998,0.9968158453008704,0.99422448492731,0.999453893242723
2.7300000000000004,0.9969119092257278,0.9943984808010407,0.9994703790689987
2.74,0.9970053814059041,0.994567795149716,0.9994864191673537
2.75,0.9970963226704699,0.9947325372141564,0.9995020240856732
2.76,0.9971847927007534,0.9948928142053235,0.999517204165127
2.7700000000000005,0.9972708500438114,0.9950487313265709,0.9995319695432743
2.7800000000000002,0.9973545521259837,0.9952003917961212,0.9995463301571231
2.79,0.9974359552665206,0.9953478968697572,0.9995602957461461
2.8,0.997515114691272,0.9954913458637051,0.9995738758552554
2.8100000000000005,0.997592084546434,0.9956308361776917,0.9995870798377359
2.8200000000000003,0.997666917912341,0.9957664633181588,0.9995999168581461
2.83,0.9977396668172979,0.9958983209216189,0.9996123958951805
2.84,0.9978103822514417,0.9960265007781337,0.9996245257445004
2.8500000000000005,0.997879114180628,0.9961510928548983,0.9996363150215332
2.8600000000000003,0.997945911560333,0.9962721853199193,0.9996477721642394
2.87,0.9980108223495623,0.996389864565766,0.9996589054358539
2.88,0.9980738935247643,0.9965042152333841,0.999669722927595
2.8900000000000006,0.9981351710937346,0.9966153202359553,0.9996802325613511
2.9000000000000004,0.9981947001095114,0.9967232607827899,0.9996904420923357
2.91,0.9982525246842494,0.9968281164032359,0.9997003591117227
2.92,0.9983086880030709,0.9969299649705948,0.9997099910492514
2.9299999999999997,0.9983632323378849,0.9970288827260296,0.9997193451758117
2.9400000000000004,0.998416199061169,0.9971249443024519,0.9997284286060014
2.95,0.9984676286597084,0.9972182227483769,0.9997372483006631
2.96,0.9985175607482883,0.9973087895517355,0.9997458110693966
2.9699999999999998,0.9985660340833302,0.9973967146636289,0.9997541235730482
2.9800000000000004,0.9986130865764707,0.9974820665220195,0.999762192326177
2.99,0.9986587553080771,0.9975649120753431,0.9997700236995009
3.0,0.9987030765406937,0.9976453168060361,0.9997776239223163
3.01,0.9987460857324144,0.997723344753964,0.9997849990848982
3.0200000000000005,0.9987878175501792,0.9977990585397462,0.9997921551408782
3.0300000000000002,0.9988283058829873,0.9978725193879644,0.9997990979095975
3.04,0.9988675838550255,0.9979437871502473,0.9998058330784406
3.05,0.998905683838706,0.9980129203282245,0.9998123662051444
3.0600000000000005,0.9989426374676108,0.9980799760963392,0.999818702720085
3.0700000000000003,0.9989784756493393,0.9981450103245139,0.9998248479285442
3.08,0.9990132285782548,0.9982080776006613,0.9998308070129499
3.09,0.9990469257481277,0.9982692312530337,0.9998365850350963
3.1000000000000005,0.9990795959646712,0.9983285233724035,0.9998421869383401
3.1100000000000003,0.999111267357968,0.998386004834069,0.999847617549774
3.12,0.9991419673947837,0.9984417253196802,0.9998528815823776
3.13,0.9991717228907651,0.9984957333388769,0.9998579836371437
3.1400000000000006,0.9992005600225211,0.9985480762507367,0.9998629282051827
3.1500000000000004,0.9992285043395838,0.9985988002850246,0.9998677196698025
3.16,0.999255580776246,0.9986479505632421,0.9998723623085648
3.17,0.9992818136632765,0.9986955711194694,0.999876860295319
3.1799999999999997,0.9993072267395076,0.9987417049209976,0.9998812177022104
3.1900000000000004,0.9993318431632948,0.9987863938887456,0.9998854385016656
3.2,0.9993556855238482,0.9988296789174607,0.9998895265683535
3.21,0.9993787758524312,0.9988715998956961,0.9998934856811218
3.2199999999999998,0.9994011356334275,0.9989121957255631,0.9998973195249102
3.2300000000000004,0.9994227858152742,0.998951504342259,0.9999010316926382
3.24,0.9994437468212599,0.9989895627333597,0.9999046256870683
3.25,0.9994640385601865,0.9990264069578837,0.9999081049226471
3.26,0.9994836804368953,0.9990620721651178,0.9999114727273182
3.2700000000000005,0.9995026913626535,0.9990965926132086,0.9999147323443136
3.2800000000000002,0.9995210897654037,0.9991300016875119,0.9999178869339193
3.29,0.9995388935998742,0.9991623319187043,0.9999209395752157
3.3,0.9995561203575496,0.999193615000651,0.9999238932677939
3.3100000000000005,0.9995727870765002,0.9992238818080308,0.9999267509334487
3.3200000000000003,0.9995889103510743,0.9992531624137176,0.9999295154178444
3.33,0.9996045063414466,0.9992814861059165,0.999932189492157
3.34,0.9996195907830282,0.9993088814050535,0.9999347758546937
3.3500000000000005,0.9996341789957353,0.9993353760804194,0.9999372771324846
3.3600000000000003,0.999648285893117,0.9993609971665689,0.9999396958828524
3.37,0.9996619259913442,0.9993857709794707,0.9999420345949563
3.38,0.9996751134180558,0.9994097231324114,0.999944295691312
3.3900000000000006,0.9996878619210665,0.9994328785516556,0.9999464815292882
3.4000000000000004,0.9997001848769359,0.9994552614918562,0.999948594402577
3.41,0.9997120952993962,0.999476895551221,0.999950636542642
3.42,0.9997236058476427,0.9994978036864348,0.9999526101201417
3.4299999999999997,0.9997347288344864,0.9995180082273362,0.9999545172463282
3.4400000000000004,0.9997454762343675,0.9995375308913501,0.9999563599744243
3.45,0.9997558596912345,0.9995563927976807,0.9999581403009745
3.46,0.9997658905262852,0.9995746144812588,0.9999598601671744
3.4699999999999998,0.9997755797455729,0.9995922159064528,0.999961521460176
3.4800000000000004,0.9997849380474794,0.9996092164805387,0.9999631260143691
3.49,0.9997939758300531,0.9996256350669325,0.9999646756126417
3.5,0.9998027031982148,0.9996414899981877,0.9999661719876154
3.51,0.9998111299708322,0.9996567990887574,0.9999676168228597
3.5200000000000005,0.999819265687664,0.999671579647524,0.9999690117540833
3.5300000000000002,0.9998271196161744,0.9996858484900972,0.9999703583703018
3.54,0.9998347007582189,0.9996996219508855,0.9999716582149871
3.55,0.9998420178566031,0.9997129158949353,0.9999729127871901
3.5600000000000005,0.9998490794015165,0.9997257457295508,0.9999741235426455
3.5700000000000003,0.999855893636839,0.9997381264156857,0.9999752918948529
3.58,0.9998624685663273,0.9997500724791175,0.9999764192161387
3.59,0.9998688119596764,0.9997615980214004,0.9999775068386944
3.6000000000000005,0.9998749313584604,0.9997727167306019,0.9999785560555966
3.6100000000000003,0.9998808340819557,0.9997834418918269,0.9999795681218052
3.62,0.999886527232844,0.9997937863975271,0.9999805442551414
3.63,0.9998920177027987,0.9998037627576027,0.9999814856372461
3.6400000000000006,0.9998973121779566,0.9998133831092958,0.9999823934145178
3.6500000000000004,0.9999024171442747,0.9998226592268797,0.9999832686990314
3.66,0.9999073388927759,0.999831602531145,0.9999841125694381
3.67,0.9999120835246814,0.9998402240986866,0.9999849260718446
3.6799999999999997,0.9999166569564347,0.9998485346709939,0.9999857102206758
3.6900000000000004,0.9999210649246177,0.9998565446633452,0.9999864659995171
3.7,0.9999253129907589,0.9998642641735106,0.9999871943619385
3.71,0.9999294065460377,0.9998717029902658,0.9999878962323022
3.7199999999999998,0.9999333508158839,0.9998788706017196,0.9999885725065508
3.7300000000000004,0.9999371508644751,0.9998857762034551,0.9999892240529787
3.74,0.9999408115991342,0.9998924287064924,0.9999898517129856
3.75,0.9999443377746269,0.9998988367450701,0.9999904563018138
3.76,0.9999477339973621,0.9999050086842526,0.9999910386092687
3.7700000000000005,0.9999510047294953,0.9999109526273626,0.9999915994004219
3.7800000000000002,0.9999541542929387,0.9999166764232451,0.999992139416299
3.79,0.9999571868732766,0.9999221876733594,0.9999926593745511
3.8,0.999960106523591,0.999927493738711,0.9999931599701098
3.8100000000000005,0.9999629171681959,0.9999326017466172,0.9999936418758297
3.8200000000000003,0.9999656226062831,0.9999375185973145,0.999994105743111
3.83,0.9999682265154818,0.999942250970408,0.9999945522025113
3.84,0.9999707324553319,0.999946805331168,0.999994981864341
3.8500000000000005,0.9999731438706735,0.9999511879366724,0.9999953953192436
3.8600000000000003,0.9999754640949543,0.9999554048418023,0.9999957931387644
3.87,0.9999776963534557,0.9999594619050903,0.9999961758759018
3.88,0.9999798437664383,0.999963364794424,0.9999965440656485
3.8900000000000006,0.999981909352212,0.99996711899261,0.999996898225516
3.9000000000000004,0.9999838960301259,0.9999707298027988,0.9999972388560483
3.91,0.9999858066234865,0.9999742023537727,0.9999975664413231
3.92,0.9999876438623995,0.9999775416051025,0.9999978814494368
3.9300000000000006,0.9999894103865405,0.9999807523521711,0.9999981843329818
3.9400000000000004,0.9999911087478555,0.9999838392310708,0.9999984755295082
3.95,0.9999927414131898,0.9999868067233729,0.9999987554619747
